Stofnaam	CAS-nummer	EG-nummer	Aquo-code	SIKB-id	Categorie	Compartiment	Norm	Waarde	Eenheid	Normwaardestatus.code	Normwaardestatus.omschrijving	Achtergrondconcentratie.code	Achtergrondconcentratie.omschrijving	Toelichtende voetnoot 1	Toelichtende voetnoot 2	Toelichtende voetnoot 3	Toelichtende voetnoot 4	Norm.code	Norm.omschrijving	Normsubgroup.code	Normsubgroup.omschrijving	Compartiment.code	Compartiment.omschrijving	Compartimentsubgroep.code	Compartimentsubgroep.omschrijving	Grootheid.code	Grootheid.omschrijving	Hoedanigheid.code	Hoedanigheid.omschrijving	Waardebewerkingsmethode.code 	Waardebewerkingsmethode.omschrijving	Geldigheid.begindatum	Geldigheid.einddatum	
1,2-ethaandiol	107-21-1	203-473-3	glycl	732	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief JG-MKN (totaal)	200	mg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Vastgesteld door het ministerie van Infrastructuur en Waterstaat				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
1,2-ethaandiol	107-21-1	203-473-3	glycl	732	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MAC-MKN (opgelost)	540	mg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Vastgesteld door het ministerie van Infrastructuur en Waterstaat				MAC	Maximaal aanvaardbare concentratie	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
1,2-ethaandiol	107-21-1	203-473-3	glycl	732	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MAC-MKN (totaal)	540	mg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Vastgesteld door het ministerie van Infrastructuur en Waterstaat				MAC	Maximaal aanvaardbare concentratie	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
1,3,5,7,9,11-hexabroomcyclododecaan	25637-99-4	247-148-4	HBCD	2531	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	0,0016	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	datum van realisatie van de milieukwaliteitseis: 22 december 2027				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
1,3,5,7,9,11-hexabroomcyclododecaan	25637-99-4	247-148-4	HBCD	2531	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (totaal)	0,5	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	datum van realisatie van de milieukwaliteitseis: 22 december 2027				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
1,3,5-tribroom-2-(2,3-dibroom-2-methylpropoxy)benzeen	36065-30-2	252-859-8	135TBr223DBr	5193	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	1,68E-03	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
1,3-benzothiazole-2-thiol	149-30-4	205-736-8	2benztazetol	1139	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,82	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
1,3-butadieen	106-99-0	203-450-8	13butDen	2819	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	0,78		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
1,3-butadieen	106-99-0	203-450-8	13butDen	2819	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (totaal)	6,2E-02	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
1,3-butadieen	106-99-0	203-450-8	13butDen	2819	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (totaal)	330	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
1,3-dichloor-2-propanol	96-23-1	202-491-9	13DCl2C3ol	2260	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	104	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
1,3-dichloor-5-nitrobenzeen	618-62-2	210-557-3	13DCl5NO2Ben	187	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	1,4	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
1,3-dichloorbenzeen	541-73-1	208-792-1	13DClBen	47	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,71		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
1,3-dichloorpropaan	142-28-9	205-531-3	13DClC3a	48	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	0,68		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
1,3-dichloorpropaan	142-28-9	205-531-3	13DClC3a	48	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	76	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
1,3-dichloorpropaan	142-28-9	205-531-3	13DClC3a	48	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	76	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
1,3-dichloorpropeen	542-75-6	208-826-5	13DClC3e	49	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	0,71		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
1,3-dichloorpropeen	542-75-6	208-826-5	13DClC3e	49	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (totaal)	0,18	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
1,3-dichloorpropeen	542-75-6	208-826-5	13DClC3e	49	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (totaal)	51	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
1,4-diaminobenzeen	106-50-3	203-404-7	14DAoBen	2830	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	20	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
1,4-dichloorbenzeen	106-46-7	203-400-5	14DClBen	54	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,71		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
1,5,9-cyclododecatrieen	4904-61-4	225-533-8	159ccddcten	5204	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	1,47E-02	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
17beta-estradiol	50-28-2	200-023-8	17bestDol	2314	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	1,43E-01	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
1-broom-3-chloor-5,5-dimethylhydantoine	16079-88-2	240-230-0	BCDMH	3206	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	1,1	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
1-chloor-2,4-dinitrobenzeen	97-00-7	202-551-4	1Cl24DNO2Ben	2860	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	0,54	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
1-chloor-2-nitrobenzeen	88-73-3	201-854-9	1Cl2NO2Ben	59	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	29	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
1-chloor-3-nitrobenzeen	121-73-3	204-496-1	1Cl3NO2Ben	60	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	0,55	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
1-chloor-4-nitrobenzeen	100-00-5	202-809-6	1Cl4NO2Ben	61	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	19	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
1-chloornaftaleen	90-13-1	201-967-3	1ClNaf	62	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	0,77	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
1-hydroxy-ethyleen-1,1-difosfonzuur	2809-21-4	220-552-8	HEDP	5223	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	1,0	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
1-isopropyl-3-methyl-benzeen	535-77-3	208-617-9	1iC3y3C1yBen	2867	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	1,15	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
1-isopropyl-4-methyl-benzeen	99-87-6	202-796-7	1iC3y4C1yBen	1360	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR			NBV	Niet beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
2-(2-butoxyethoxy)ethanol	112-34-5	203-961-6	22C4oxC2oxC2	1787	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	0,56		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
2-(2-butoxyethoxy)ethanol	112-34-5	203-961-6	22C4oxC2oxC2	1787	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (totaal)	1,0	mg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
2-(2-butoxyethoxy)ethanol	112-34-5	203-961-6	22C4oxC2oxC2	1787	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (totaal)	120	mg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
2-(2-methoxyethoxy)ethanol	111-77-3	203-906-6	22C1oxC2oxC2	5177	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	-0,45		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
2-(2-methoxyethoxy)ethanol	111-77-3	203-906-6	22C1oxC2oxC2	5177	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (totaal)	12	mg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
2-(2-methoxyethoxy)ethanol	111-77-3	203-906-6	22C1oxC2oxC2	5177	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (totaal)	120	mg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
2-(thiocyanomethylthio)benzothiazool	21564-17-0	244-445-0	TCMTB	4810	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	380	ng/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
2-(thiocyanomethylthio)benzothiazool	21564-17-0	244-445-0	TCMTB	4810	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	380	ng/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
2,2',3,4,4',5',6-heptabroomdifenylether	207122-16-5		PBDE183	2523	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	0,5	ng/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	datum van realisatie van de milieukwaliteitseis: 22 december 2015 	Voor de groep prioritaire stoffen die vallen onder gebromeerde difenylethers verwijst de MKE naar de som van de concentraties voor de congeneren nr. 28, 47, 99, 100, 153 en 154. 			JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
